-50.321381481813546, 0.13506905517257906
-77.44222371556396, 0.13506905517257906
-115.41140284281448, 0.13506905517257906
-164.25815966381708, 0.9830522624812232
-218.57050939859357, 3.0323450134770837
-283.75068989370493, 5.646959902678731
-348.9406173222336, 8.544235860983235
-422.271670887596, 11.582842353839183
-495.6002877196041, 14.550783579419416
-571.6531724417589, 17.87205114137825
-647.6963102304965, 20.910657634234198
-723.7491949526511, 24.231925196193032
-805.2018807880129, 26.84654008539465
-881.242581843396, 29.814481310974884
-962.6806472786313, 32.00510459652219
-1038.689670800408, 34.05439734751806
-1114.6792004553502, 35.53836796030818
-1189.556117660703, 36.216754526155086
-1261.1829199180434, 37.022338573098295
-1342.5600670194206, 37.44633017675261
-1418.5130456740478, 37.87032178040694
-1499.8609519751726, 37.44633017675261
-13.09833627660555, 0.202156334231816
-28.615577655915956, 0.202156334231816
