-23.25902084856716, 1.8310354697898532
-39.56807718913245, 2.891014478925655
-55.8746967963433, 3.880328220785728
-72.18618987026287, 5.010972497197244
-88.5025564108912, 6.282947308160203
-104.8164862181651, 7.484256851847448
-121.12310582537611, 8.473570593707507
-137.4370356326499, 9.674880137394752
-153.75340217327823, 10.94685494835771
-170.06002178048914, 11.936168690217784
-186.37151485440882, 13.0668129666293
-202.68788139503704, 14.338787777592259
-218.99693773560216, 15.398766786728046
-235.3059940761675, 16.458745795863848
-251.62236061679573, 17.730720606826807
-267.93872715742407, 19.002695417789766
-284.245346764635, 19.99200915964984
-300.55683983855454, 21.122653436061356
-316.87320637918276, 22.394628247024315
-333.17738925303945, 23.31327672160866
-349.49131906031334, 24.514586265295904
-365.80768560094157, 25.786561076258863
-382.11186847479814, 26.705209550843207
-398.42579828207204, 27.906519094530452
-414.73972808934604, 29.107828638217683
-431.0512211632656, 30.2384729146292
-447.36027750383096, 31.298451923765
-463.66689711104175, 32.28776566562507
-479.9783901849614, 33.41840994203659
-496.2923199922353, 34.619719485723834
-512.5965028660919, 35.53836796030818
-528.9128694067201, 36.81034277127114
-545.219489013931, 37.799656513131225
-561.5309820878506, 38.93030078954273
-577.8376016950617, 39.919614531402814
-594.1490947689811, 41.050258807814316
-610.4532776428377, 41.968907282398675
-626.7672074501118, 43.17021682608592
-643.0738270573227, 44.15953056794599
-659.3755731978249, 45.00751377525464
-675.6821928050358, 45.996827517114696
-691.9888124122467, 46.98614125897478
-708.2978687528118, 48.046120268110585
-724.6020516266685, 48.96476874269493
-740.9037977671708, 49.81275195000357
-757.2079806410275, 50.73140042458793
-773.5072900481753, 51.50871836462084
-789.8065994553233, 52.28603630465376
-806.1083455958255, 53.1340195119624
-822.4052182696189, 53.840672184719594
-838.6972174767038, 54.40599432292536
-854.9965268838519, 55.18331226295828
-871.2909628242912, 55.819299668439754
-887.5853987647304, 56.455287073921234
-903.8700877717522, 56.80861341029983
-920.1572135121285, 57.23260501395414
-936.4394657857961, 57.51526608305703
-952.7241547928179, 57.86859241943562
-969.0064070664855, 58.15125348853851
-985.2886593401531, 58.43391455764139
-1001.5709116138205, 58.71657562674426
-1017.8531638874881, 58.999236695847145
-1028.7039375143427, 59.06990196312286
